Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YDR208W	YGR078C	MSS4	PAC10	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YEL003W	MSS4	GIM4	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YMR068W	MSS4	AVO2	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YFR021W	MSS4	ATG18	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YLR373C	MSS4	VID22	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YNR049C	MSS4	MSO1	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YPR095C	MSS4	SYT1	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YOR327C	MSS4	SNC2	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YMR186W	MSS4	HSC82	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YOR027W	MSS4	STI1	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YJR032W	MSS4	CPR7	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YNL064C	MSS4	YDJ1	Synthetic Lethality	Audhya A et al	15372071
YDR208W	YNL307C	MSS4	MCK1	Synthetic Lethality	Audhya A et al	15372071
YOL012C	YNL136W	HTZ1	EAF7	Synthetic Lethality	Krogan NJ et al	15353583
YNL136W	YOL012C	EAF7	HTZ1	Synthetic Lethality	Krogan NJ et al	15353583
YOL012C	YDR469W	HTZ1	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YEL056W	VID21	HAT2	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YPL138C	VID21	SPP1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YDR469W	VID21	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YBR175W	VID21	SWD3	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YLR015W	VID21	BRE2	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YDL074C	VID21	BRE1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YPL055C	VID21	LGE1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YGL058W	VID21	RAD6	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YBR245C	VID21	ISW1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YGL244W	VID21	RTF1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YOR123C	VID21	LEO1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YLR418C	VID21	CDC73	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YEL056W	YNG2	HAT2	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YPL138C	YNG2	SPP1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YDR469W	YNG2	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YBR175W	YNG2	SWD3	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YLR015W	YNG2	BRE2	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YDL074C	YNG2	BRE1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YPL055C	YNG2	LGE1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YGL058W	YNG2	RAD6	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YBR245C	YNG2	ISW1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YGL244W	YNG2	RTF1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YOR123C	YNG2	LEO1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YLR418C	YNG2	CDC73	Synthetic Lethality	Krogan NJ et al	15353583
YNL136W	YDR334W	EAF7	SWR1	Synthetic Lethality	Krogan NJ et al	15353583
YDR334W	YNL136W	SWR1	EAF7	Synthetic Lethality	Krogan NJ et al	15353583
YNL136W	YDR485C	EAF7	VPS72	Synthetic Lethality	Krogan NJ et al	15353583
YDR485C	YNL136W	VPS72	EAF7	Synthetic Lethality	Krogan NJ et al	15353583
YNL136W	YBR231C	EAF7	SWC5	Synthetic Lethality	Krogan NJ et al	15353583
YBR231C	YNL136W	SWC5	EAF7	Synthetic Lethality	Krogan NJ et al	15353583
YNL136W	YML041C	EAF7	VPS71	Synthetic Lethality	Krogan NJ et al	15353583
YML041C	YNL136W	VPS71	EAF7	Synthetic Lethality	Krogan NJ et al	15353583
YNL136W	YLR085C	EAF7	ARP6	Synthetic Lethality	Krogan NJ et al	15353583
YLR085C	YNL136W	ARP6	EAF7	Synthetic Lethality	Krogan NJ et al	15353583
YDR334W	YDR469W	SWR1	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YDR485C	YDR469W	VPS72	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YDR485C	YBR175W	VPS72	SWD3	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YEL018W	SWC3	EAF5	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YPL138C	SWC3	SPP1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YDR469W	SWC3	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YBR175W	SWC3	SWD3	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YLR015W	SWC3	BRE2	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YDL074C	SWC3	BRE1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YPL055C	SWC3	LGE1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YGL058W	SWC3	RAD6	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YGL244W	SWC3	RTF1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YOR123C	SWC3	LEO1	Synthetic Lethality	Krogan NJ et al	15353583
YBR231C	YPL138C	SWC5	SPP1	Synthetic Lethality	Krogan NJ et al	15353583
YBR231C	YDR469W	SWC5	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YBR231C	YGL058W	SWC5	RAD6	Synthetic Lethality	Krogan NJ et al	15353583
YML041C	YDR469W	VPS71	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YLR085C	YDR469W	ARP6	SDC1	Synthetic Lethality	Krogan NJ et al	15353583
YLR085C	YLR015W	ARP6	BRE2	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YNL136W	SWC3	EAF7	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YMR094W	VID21	CTF13	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YGR179C	VID21	OKP1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YMR078C	VID21	CTF18	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YHR191C	VID21	CTF8	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YGR188C	VID21	BUB1	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YMR055C	VID21	BUB2	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YOR026W	VID21	BUB3	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YJL030W	VID21	MAD2	Synthetic Lethality	Krogan NJ et al	15353583
YDR359C	YGL086W	VID21	MAD1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YOR349W	YNG2	CIN1	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YPL241C	YNG2	CIN2	Synthetic Lethality	Krogan NJ et al	15353583
YHR090C	YMR138W	YNG2	CIN4	Synthetic Lethality	Krogan NJ et al	15353583
YDR334W	YMR168C	SWR1	CEP3	Synthetic Lethality	Krogan NJ et al	15353583
YDR334W	YHR191C	SWR1	CTF8	Synthetic Lethality	Krogan NJ et al	15353583
YDR334W	YGR188C	SWR1	BUB1	Synthetic Lethality	Krogan NJ et al	15353583
YDR334W	YMR055C	SWR1	BUB2	Synthetic Lethality	Krogan NJ et al	15353583
YDR334W	YGL086W	SWR1	MAD1	Synthetic Lethality	Krogan NJ et al	15353583
YDR485C	YGR188C	VPS72	BUB1	Synthetic Lethality	Krogan NJ et al	15353583
YDR485C	YGL086W	VPS72	MAD1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YMR168C	SWC3	CEP3	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YHR191C	SWC3	CTF8	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YGR188C	SWC3	BUB1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YMR055C	SWC3	BUB2	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YOR026W	SWC3	BUB3	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YJL030W	SWC3	MAD2	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YGL086W	SWC3	MAD1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YOR349W	SWC3	CIN1	Synthetic Lethality	Krogan NJ et al	15353583
YAL011W	YPL241C	SWC3	CIN2	Synthetic Lethality	Krogan NJ et al	15353583
YBR231C	YPL018W	SWC5	CTF19	Synthetic Lethality	Krogan NJ et al	15353583
YBR231C	YGL086W	SWC5	MAD1	Synthetic Lethality	Krogan NJ et al	15353583
YML041C	YMR168C	VPS71	CEP3	Synthetic Lethality	Krogan NJ et al	15353583
YML041C	YHR191C	VPS71	CTF8	Synthetic Lethality	Krogan NJ et al	15353583
YML041C	YGR188C	VPS71	BUB1	Synthetic Lethality	Krogan NJ et al	15353583
YML041C	YGL086W	VPS71	MAD1	Synthetic Lethality	Krogan NJ et al	15353583
YLR085C	YMR168C	ARP6	CEP3	Synthetic Lethality	Krogan NJ et al	15353583
YLR085C	YDR318W	ARP6	MCM21	Synthetic Lethality	Krogan NJ et al	15353583
YLR085C	YJR135C	ARP6	MCM22	Synthetic Lethality	Krogan NJ et al	15353583
YOR216C	YLR039C	RUD3	RIC1	Synthetic Lethality	Gillingham AK et al	15504911
YBR060C	YKR001C	ORC2	VPS1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YNR051C	ORC2	BRE5	Synthetic Lethality	Suter B et al	15238513
YBR060C	YGL161C	ORC2	YIP5	Synthetic Lethality	Suter B et al	15238513
YBR060C	YOR300W	ORC2	HUF1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YDL127W	ORC2	PCL2	Synthetic Lethality	Suter B et al	15238513
YBR060C	YAL019W	ORC2	FUN30	Synthetic Lethality	Suter B et al	15238513
YBR060C	YDR310C	ORC2	SUM1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YDR076W	ORC2	RAD55	Synthetic Lethality	Suter B et al	15238513
YBR060C	YKL032C	ORC2	IXR1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YGL168W	ORC2	HUR1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YBR245C	ORC2	ISW1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YOL068C	ORC2	HST1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YPL001W	ORC2	HAT1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YML032C	ORC2	RAD52	Synthetic Lethality	Suter B et al	15238513
YBR060C	YER173W	ORC2	RAD24	Synthetic Lethality	Suter B et al	15238513
YBR060C	YDR217C	ORC2	RAD9	Synthetic Lethality	Suter B et al	15238513
YBR060C	YMR078C	ORC2	CTF18	Synthetic Lethality	Suter B et al	15238513
YBR060C	YHR191C	ORC2	CTF8	Synthetic Lethality	Suter B et al	15238513
YBR060C	YCL016C	ORC2	DCC1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YNL273W	ORC2	TOF1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YCL061C	ORC2	MRC1	Synthetic Lethality	Suter B et al	15238513
YCL061C	YBR060C	MRC1	ORC2	Synthetic Lethality	Suter B et al	15238513
YBR060C	YMR048W	ORC2	CSM3	Synthetic Lethality	Suter B et al	15238513
YBR060C	YPR135W	ORC2	CTF4	Synthetic Lethality	Suter B et al	15238513
YBR060C	YJR043C	ORC2	POL32	Synthetic Lethality	Suter B et al	15238513
YBR060C	YJL092W	ORC2	HPR5	Synthetic Lethality	Suter B et al	15238513
YBR060C	YGL127C	ORC2	SOH1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YLL002W	ORC2	RTT109	Synthetic Lethality	Suter B et al	15238513
YBR060C	YEL056W	ORC2	HAT2	Synthetic Lethality	Suter B et al	15238513
YBR060C	YOR025W	ORC2	HST3	Synthetic Lethality	Suter B et al	15238513
YBR060C	YJL115W	ORC2	ASF1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YDR289C	ORC2	RTT103	Synthetic Lethality	Suter B et al	15238513
YBR060C	YGL244W	ORC2	RTF1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YJL124C	ORC2	LSM1	Synthetic Lethality	Suter B et al	15238513
YBR060C	YMR198W	ORC2	CIK1	Synthetic Lethality	Suter B et al	15238513
YNL261W	YMR198W	ORC5	CIK1	Synthetic Lethality	Suter B et al	15238513
YNL261W	YMR048W	ORC5	CSM3	Synthetic Lethality	Suter B et al	15238513
YNL261W	YMR078C	ORC5	CTF18	Synthetic Lethality	Suter B et al	15238513
YNL261W	YPR135W	ORC5	CTF4	Synthetic Lethality	Suter B et al	15238513
YNL261W	YHR191C	ORC5	CTF8	Synthetic Lethality	Suter B et al	15238513
YNL261W	YCL016C	ORC5	DCC1	Synthetic Lethality	Suter B et al	15238513
YNL261W	YAL019W	ORC5	FUN30	Synthetic Lethality	Suter B et al	15238513
YNL261W	YPL001W	ORC5	HAT1	Synthetic Lethality	Suter B et al	15238513
YNL261W	YEL056W	ORC5	HAT2	Synthetic Lethality	Suter B et al	15238513
YNL261W	YJL092W	ORC5	HPR5	Synthetic Lethality	Suter B et al	15238513
YNL261W	YOL068C	ORC5	HST1	Synthetic Lethality	Suter B et al	15238513
YNL261W	YOR025W	ORC5	HST3	Synthetic Lethality	Suter B et al	15238513
YNL261W	YBR245C	ORC5	ISW1	Synthetic Lethality	Suter B et al	15238513
YNL261W	YCL061C	ORC5	MRC1	Synthetic Lethality	Suter B et al	15238513
YCL061C	YNL261W	MRC1	ORC5	Synthetic Lethality	Suter B et al	15238513
YNL261W	YDR076W	ORC5	RAD55	Synthetic Lethality	Suter B et al	15238513
YNL261W	YDR289C	ORC5	RTT103	Synthetic Lethality	Suter B et al	15238513
YNL261W	YDR310C	ORC5	SUM1	Synthetic Lethality	Suter B et al	15238513
YNL261W	YOR217W	ORC5	RFC1	Synthetic Lethality	Suter B et al	15238513
YJL194W	YPR135W	CDC6	CTF4	Synthetic Lethality	Suter B et al	15238513
YJL194W	YMR078C	CDC6	CTF18	Synthetic Lethality	Suter B et al	15238513
YBL023C	YCL016C	MCM2	DCC1	Synthetic Lethality	Suter B et al	15238513
YBL023C	YHR191C	MCM2	CTF8	Synthetic Lethality	Suter B et al	15238513
YGL058W	YLR384C	RAD6	IKI3	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YGR200C	RAD6	ELP2	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YPL086C	RAD6	ELP3	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YPL101W	RAD6	ELP4	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YMR312W	RAD6	ELP6	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YJL168C	RAD6	SET2	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YER111C	RAD6	SWI4	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YLR182W	RAD6	SWI6	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YBR231C	RAD6	SWC5	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YML041C	RAD6	VPS71	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YDR334W	RAD6	SWR1	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YDR485C	RAD6	VPS72	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YLR085C	RAD6	ARP6	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YOL012C	RAD6	HTZ1	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YGL043W	RAD6	DST1	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YGL070C	RAD6	RPB9	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YKL139W	RAD6	CTK1	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YDL048C	RAD6	STP4	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YFR010W	RAD6	UBP6	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YDL020C	RAD6	RPN4	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YHR200W	RAD6	RPN10	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YGR135W	RAD6	PRE9	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YDR363W-A	RAD6	SEM1	Synthetic Lethality	Xiao T et al	15632065
YGL058W	YAL011W	RAD6	SWC3	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YLR384C	LGE1	IKI3	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YGR200C	LGE1	ELP2	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YPL086C	LGE1	ELP3	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YPL101W	LGE1	ELP4	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YMR312W	LGE1	ELP6	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YJL168C	LGE1	SET2	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YER111C	LGE1	SWI4	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YLR182W	LGE1	SWI6	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YBR231C	LGE1	SWC5	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YML041C	LGE1	VPS71	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YDR334W	LGE1	SWR1	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YDR485C	LGE1	VPS72	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YLR085C	LGE1	ARP6	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YAL011W	LGE1	SWC3	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YOL012C	LGE1	HTZ1	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YGL043W	LGE1	DST1	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YGL070C	LGE1	RPB9	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YKL139W	LGE1	CTK1	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YDL048C	LGE1	STP4	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YFR010W	LGE1	UBP6	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YDL020C	LGE1	RPN4	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YHR200W	LGE1	RPN10	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YGR135W	LGE1	PRE9	Synthetic Lethality	Xiao T et al	15632065
YPL055C	YDR363W-A	LGE1	SEM1	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YLR384C	BRE1	IKI3	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YGR200C	BRE1	ELP2	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YPL086C	BRE1	ELP3	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YPL101W	BRE1	ELP4	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YMR312W	BRE1	ELP6	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YJL168C	BRE1	SET2	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YER111C	BRE1	SWI4	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YLR182W	BRE1	SWI6	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YBR231C	BRE1	SWC5	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YML041C	BRE1	VPS71	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YDR334W	BRE1	SWR1	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YDR485C	BRE1	VPS72	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YLR085C	BRE1	ARP6	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YAL011W	BRE1	SWC3	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YOL012C	BRE1	HTZ1	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YGL043W	BRE1	DST1	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YGL070C	BRE1	RPB9	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YKL139W	BRE1	CTK1	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YDL048C	BRE1	STP4	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YFR010W	BRE1	UBP6	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YDL020C	BRE1	RPN4	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YHR200W	BRE1	RPN10	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YGR135W	BRE1	PRE9	Synthetic Lethality	Xiao T et al	15632065
YDL074C	YDR363W-A	BRE1	SEM1	Synthetic Lethality	Xiao T et al	15632065
YMR277W	YLR384C	FCP1	IKI3	Synthetic Lethality	Kong SE et al	15563457
YMR277W	YGR200C	FCP1	ELP2	Synthetic Lethality	Kong SE et al	15563457
YMR277W	YPL086C	FCP1	ELP3	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YGL025C	ELP6	PGD1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YOL051W	ELP6	GAL11	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YDL005C	ELP6	MED2	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YHR041C	ELP6	SRB2	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YGL244W	ELP6	RTF1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YLR418C	ELP6	CDC73	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YBR279W	ELP6	PAF1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YOL145C	ELP6	CTR9	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YDL074C	ELP6	BRE1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YPL055C	ELP6	LGE1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YDR392W	ELP6	SPT3	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YBR081C	ELP6	SPT7	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YLR055C	ELP6	SPT8	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YDR176W	ELP6	NGG1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YOL004W	ELP6	SIN3	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YNL330C	ELP6	RPD3	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YNL097C	ELP6	PHO23	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YMR263W	ELP6	SAP30	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YIL084C	ELP6	SDS3	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YKR048C	ELP6	NAP1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YBR010W	ELP6	HHT1	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YNL031C	ELP6	HHT2	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YER111C	ELP6	SWI4	Synthetic Lethality	Kong SE et al	15563457
YMR312W	YLR182W	ELP6	SWI6	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YGL025C	ELP4	PGD1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YOL051W	ELP4	GAL11	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YDL005C	ELP4	MED2	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YHR041C	ELP4	SRB2	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YGL244W	ELP4	RTF1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YLR418C	ELP4	CDC73	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YBR279W	ELP4	PAF1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YOL145C	ELP4	CTR9	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YDL074C	ELP4	BRE1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YPL055C	ELP4	LGE1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YBR081C	ELP4	SPT7	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YLR055C	ELP4	SPT8	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YDR176W	ELP4	NGG1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YOL004W	ELP4	SIN3	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YNL330C	ELP4	RPD3	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YNL097C	ELP4	PHO23	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YMR263W	ELP4	SAP30	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YIL084C	ELP4	SDS3	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YKR048C	ELP4	NAP1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YBR010W	ELP4	HHT1	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YNL031C	ELP4	HHT2	Synthetic Lethality	Kong SE et al	15563457
YPL101W	YER111C	ELP4	SWI4	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YGL025C	ELP3	PGD1	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YOL051W	ELP3	GAL11	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YDL005C	ELP3	MED2	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YHR041C	ELP3	SRB2	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YGL244W	ELP3	RTF1	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YLR418C	ELP3	CDC73	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YBR279W	ELP3	PAF1	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YOL145C	ELP3	CTR9	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YDL074C	ELP3	BRE1	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YPL055C	ELP3	LGE1	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YDR392W	ELP3	SPT3	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YBR081C	ELP3	SPT7	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YLR055C	ELP3	SPT8	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YDR176W	ELP3	NGG1	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YOL004W	ELP3	SIN3	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YNL330C	ELP3	RPD3	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YNL097C	ELP3	PHO23	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YMR263W	ELP3	SAP30	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YIL084C	ELP3	SDS3	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YKR048C	ELP3	NAP1	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YNL031C	ELP3	HHT2	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YER111C	ELP3	SWI4	Synthetic Lethality	Kong SE et al	15563457
YPL086C	YLR182W	ELP3	SWI6	Synthetic Lethality	Kong SE et al	15563457
YGR200C	YGL025C	ELP2	PGD1	Synthetic Lethality	Kong SE et al	15563457
YGR200C	YOL051W	ELP2	GAL11	Synthetic Lethality	Kong SE et al	15563457
YGR200C	YDL005C	ELP2	MED2	Synthetic Lethality	Kong SE et al	15563457
YGR200C	YHR041C	ELP2	SRB2	Synthetic Lethality	Kong SE et al	15563457
YGR200C	YGL244W	ELP2	RTF1	Synthetic Lethality	Kong SE et al	15563457
