Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YOR008C	YNL283C	SLG1	WSC2	Phenotypic Enhancement	Verna J et al	10394905
YOR008C	YNL283C	SLG1	WSC2	Phenotypic Enhancement	Verna J et al	9391108
YOR008C	YOL105C	SLG1	WSC3	Phenotypic Enhancement	Verna J et al	10394905
YOR008C	YOL105C	SLG1	WSC3	Phenotypic Enhancement	Verna J et al	9391108
YDR369C	YML061C	XRS2	PIF1	Phenotypic Enhancement	Myung K et al	11429610
YML007W	YDR423C	YAP1	CAD1	Phenotypic Enhancement	Miyahara K et al	8821655
YAR042W	YDL019C	SWH1	OSH2	Phenotypic Enhancement	Beh CT et al	11238399
YBR294W	YLR092W	SUL1	SUL2	Phenotypic Enhancement	Cherest H et al	9055073
YDR135C	YLL048C	YCF1	YBT1	Phenotypic Enhancement	Sharma KG et al	12819858
YDR135C	YLL015W	YCF1	BPT1	Phenotypic Enhancement	Sharma KG et al	12455987
YDR135C	YLL015W	YCF1	BPT1	Phenotypic Enhancement	Petrovic S et al	10790694
YEL031W	YGL167C	SPF1	PMR1	Phenotypic Enhancement	Vashist S et al	12429838
YER129W	YKL048C	PAK1	ELM1	Phenotypic Enhancement	Sutherland CM et al	12906789
YER129W	YGL179C	PAK1	TOS3	Phenotypic Enhancement	Sutherland CM et al	12906789
YER129W	YKL048C	PAK1	ELM1	Phenotypic Enhancement	Hong SP et al	12847291
YER129W	YGL179C	PAK1	TOS3	Phenotypic Enhancement	Hong SP et al	12847291
YGL173C	YER179W	KEM1	DMC1	Phenotypic Enhancement	Tishkoff DX et al	7713413
YGL173C	YER095W	KEM1	RAD51	Phenotypic Enhancement	Tishkoff DX et al	7713413
YGR002C	YMR305C	SWC4	SCW10	Phenotypic Enhancement	Cappellaro C et al	9748433
YHR138C	YNL015W	YHR138C	PBI2	Phenotypic Enhancement	Xu Z et al	9657146
YHR150W	YDR479C	PEX28	PEX29	Phenotypic Enhancement	Vizeacoumar FJ et al	12707309
YJR053W	YJL030W	BFA1	MAD2	Phenotypic Enhancement	Alexandru G et al	10329618
YKL089W	YJR060W	MIF2	CBF1	Phenotypic Enhancement	Meluh PB et al	7579695
YKL089W	YMR168C	MIF2	CEP3	Phenotypic Enhancement	Meluh PB et al	7579695
YKL089W	YGR140W	MIF2	CBF2	Phenotypic Enhancement	Meluh PB et al	7579695
YKR095W	YIL149C	MLP1	MLP2	Phenotypic Enhancement	Hediger F et al	12490156
YKR095W	YIL149C	MLP1	MLP2	Phenotypic Enhancement	Kosova B et al	10617624
YMR284W	YML061C	YKU70	PIF1	Phenotypic Enhancement	Myung K et al	11429610
YMR106C	YML061C	YKU80	PIF1	Phenotypic Enhancement	Myung K et al	11429610
YMR106C	YML032C	YKU80	RAD52	Phenotypic Enhancement	Boulton SJ et al	8972848
YLR120C	YDR144C	YPS1	MKC7	Phenotypic Enhancement	Zhang W et al	9409808
YMR137C	Q0045	PSO2	COX1	Phenotypic Enhancement	Pungartnik C et al	14963816
YMR137C	YER095W	PSO2	RAD51	Phenotypic Enhancement	Grossmann KF et al	11738934
YMR137C	YPL167C	PSO2	REV3	Phenotypic Enhancement	Grossmann KF et al	11738934
YER005W	YEL042W	YND1	GDA1	Phenotypic Enhancement	Gao XD et al	10409709
YPR028W	YOR165W	YOP1	SEY1	Phenotypic Enhancement	Brands A et al	12427979
YGR281W	YOR153W	YOR1	PDR5	Phenotypic Enhancement	Decottignies A et al	9575223
YOR373W	YML032C	NUD1	RAD52	Phenotypic Enhancement	Asefa B et al	9871117
YMR104C	YKL126W	YPK2	YPK1	Phenotypic Enhancement	Roelants FM et al	12221112
YJL134W	YDR297W	LCB3	SUR2	Phenotypic Enhancement	Kim S et al	11102354
YER017C	YMR089C	AFG3	YTA12	Phenotypic Enhancement	Arlt H et al	9707443
YIR026C	YOR208W	YVH1	PTP2	Phenotypic Enhancement	Park HD et al	8896280
YMR273C	YML109W	ZDS1	ZDS2	Phenotypic Enhancement	Roy N et al	10398844
YGL255W	YLR130C	ZRT1	ZRT2	Phenotypic Enhancement	MacDiarmid CW et al	10856230
YGL255W	YKL175W	ZRT1	ZRT3	Phenotypic Enhancement	MacDiarmid CW et al	10856230
YGL255W	YLR130C	ZRT1	ZRT2	Phenotypic Enhancement	Zhao H et al	9271382
YGL255W	YLR130C	ZRT1	ZRT2	Phenotypic Enhancement	Zhao H et al	8798516
YLR310C	YCR038C	CDC25	BUD5	Phenotypic Suppression	Powers S et al	1905982
YMR199W	YHR206W	CLN1	SKN7	Phenotypic Suppression	Bouquin N et al	10512874
YHR053C	YOR031W	CUP1-1	CRS5	Phenotypic Suppression	Culotta VC et al	7929222
YDR213W	YDR039C	UPC2	ENA2	Phenotypic Suppression	Leak FW Jr et al	10073572
YDR283C	YNL062C	GCN2	GCD10	Phenotypic Suppression	Harashima S et al	3540603
YKR026C	YNL062C	GCN3	GCD10	Phenotypic Suppression	Harashima S et al	3540603
YDR283C	YER025W	GCN2	GCD11	Phenotypic Suppression	Harashima S et al	3540603
YKR026C	YER025W	GCN3	GCD11	Phenotypic Suppression	Harashima S et al	3540603
YDR283C	YGR083C	GCN2	GCD2	Phenotypic Suppression	Harashima S et al	3540603
YKR026C	YGR083C	GCN3	GCD2	Phenotypic Suppression	Harashima S et al	3540603
YDR283C	YGR083C	GCN2	GCD2	Phenotypic Suppression	Pavitt GD et al	9032257
YDR283C	YLR291C	GCN2	GCD7	Phenotypic Suppression	Pavitt GD et al	9032257
YDR283C	YKR026C	GCN2	GCN3	Phenotypic Suppression	Pavitt GD et al	9032257
YGR083C	YKR026C	GCD2	GCN3	Phenotypic Suppression	Hannig EM et al	3062370
YFL026W	YJR040W	STE2	GEF1	Phenotypic Suppression	Li Y et al	10207082
YJL129C	YHR094C	TRK1	HXT1	Phenotypic Suppression	Ko CH et al	8417358
YKR050W	YHR094C	TRK2	HXT1	Phenotypic Suppression	Ko CH et al	8417358
YJL129C	YDR345C	TRK1	HXT3	Phenotypic Suppression	Ko CH et al	8417358
YKR050W	YDR345C	TRK2	HXT3	Phenotypic Suppression	Ko CH et al	8417358
YHL024W	YJL106W	RIM4	IME2	Phenotypic Suppression	Soushko M et al	10806425
YDL028C	YPL209C	MPS1	IPL1	Phenotypic Suppression	Biggins S et al	11731476
YFL038C	YOR370C	YPT1	MRS6	Phenotypic Suppression	Ragnini A et al	7882424
YDL165W	YCR093W	CDC36	CDC39	Phenotypic Suppression	Collart MA et al	7926748
YFR034C	YOL001W	PHO4	PHO80	Phenotypic Suppression	Yoshida K et al	2671650
YLR310C	YOR101W	CDC25	RAS1	Phenotypic Suppression	Marshall MS et al	3302671
YER020W	YNL098C	GPA2	RAS2	Phenotypic Suppression	Lorenz MC et al	9384580
YLR310C	YNL098C	CDC25	RAS2	Phenotypic Suppression	Marshall MS et al	3302671
YJR094C	YMR139W	IME1	RIM11	Phenotypic Suppression	Mitchell AP et al	1592244
YJR094C	YDR207C	IME1	UME6	Phenotypic Suppression	Mitchell AP et al	1592244
YFL038C	YDR189W	YPT1	SLY1	Phenotypic Suppression	Grabowski R et al	9271199
YLR268W	YDR189W	SEC22	SLY1	Phenotypic Suppression	Ossig R et al	1903839
YPR181C	YDR189W	SEC23	SLY1	Phenotypic Suppression	Ossig R et al	1903839
YFL038C	YDR189W	YPT1	SLY1	Phenotypic Suppression	Ossig R et al	1903839
YLR268W	YIL004C	SEC22	BET1	Phenotypic Suppression	Ossig R et al	1903839
YPR181C	YIL004C	SEC23	BET1	Phenotypic Suppression	Ossig R et al	1903839
YFL038C	YIL004C	YPT1	BET1	Phenotypic Suppression	Ossig R et al	1903839
YLR268W	YLR268W	SEC22	SEC22	Phenotypic Suppression	Ossig R et al	1903839
YPR181C	YLR268W	SEC23	SEC22	Phenotypic Suppression	Ossig R et al	1903839
YFL038C	YLR268W	YPT1	SEC22	Phenotypic Suppression	Ossig R et al	1903839
YLR268W	YOR307C	SEC22	SLY41	Phenotypic Suppression	Ossig R et al	1903839
YPR181C	YOR307C	SEC23	SLY41	Phenotypic Suppression	Ossig R et al	1903839
YFL038C	YOR307C	YPT1	SLY41	Phenotypic Suppression	Ossig R et al	1903839
YLR167W	YLL039C	RPS31	UBI4	Phenotypic Suppression	Johnson ES et al	7615550
YNL076W	YNL229C	MKS1	URE2	Phenotypic Suppression	Edskes HK et al	10511541
YJL053W	YBL017C	PEP8	PEP1	Phenotypic Suppression	Reddy JV et al	11598206
YFL026W	YCL008C	STE2	STP22	Phenotypic Suppression	Li Y et al	10207082
YDR229W	YLR396C	IVY1	VPS33	Phenotypic Suppression	Lazar T et al	12553664
YJL053W	YJL154C	PEP8	VPS35	Phenotypic Suppression	Reddy JV et al	11598206
YDR498C	YGL145W	SEC20	TIP20	Phenotypic Suppression	Sweet DJ et al	8334998
YPR028W	YGR172C	YOP1	YIP1	Phenotypic Suppression	Calero M et al	11278413
YOR329C	YCR088W	SCD5	ABP1	Synthetic Growth Defect	Henry KR et al	12181333
YDR135C	YPR201W	YCF1	ARR3	Synthetic Growth Defect	Wysocki R et al	14978214
YFL039C	YDR129C	ACT1	SAC6	Synthetic Growth Defect	Adams AE et al	2656402
YDR129C	YFL039C	SAC6	ACT1	Synthetic Growth Defect	Adams AE et al	2656402
YOL012C	YDR448W	HTZ1	ADA2	Synthetic Growth Defect	Santisteban MS et al	11081628
YOL012C	YDR176W	HTZ1	NGG1	Synthetic Growth Defect	Santisteban MS et al	11081628
YDR214W	YNL281W	AHA1	HCH1	Synthetic Growth Defect	Lotz GP et al	12604615
YPL227C	YEL002C	ALG5	WBP1	Synthetic Growth Defect	Stagljar I et al	8016100
YOR002W	YEL002C	ALG6	WBP1	Synthetic Growth Defect	Stagljar I et al	8016100
YOR067C	YEL002C	ALG8	WBP1	Synthetic Growth Defect	Stagljar I et al	8016100
YKL135C	YGL206C	APL2	CHC1	Synthetic Growth Defect	Yeung BG et al	11489214
YGL206C	YKL135C	CHC1	APL2	Synthetic Growth Defect	Yeung BG et al	11489214
YKL135C	YGL206C	APL2	CHC1	Synthetic Growth Defect	Yeung BG et al	10564262
YGL206C	YKL135C	CHC1	APL2	Synthetic Growth Defect	Yeung BG et al	10564262
YHR108W	YKL135C	GGA2	APL2	Synthetic Growth Defect	Costaguta G et al	11408593
YGL206C	YKL135C	CHC1	APL2	Synthetic Growth Defect	Rad MR et al	7615679
YGL206C	YPL259C	CHC1	APM1	Synthetic Growth Defect	Stepp JD et al	7749194
YKL114C	YBL019W	APN1	APN2	Synthetic Growth Defect	Karumbati AS et al	12783866
YKL114C	YPL022W	APN1	RAD1	Synthetic Growth Defect	Karumbati AS et al	12783866
YKL114C	YBR223C	APN1	TDP1	Synthetic Growth Defect	Karumbati AS et al	12783866
YKL114C	YMR156C	APN1	TPP1	Synthetic Growth Defect	Karumbati AS et al	12783866
YMR156C	YKL114C	TPP1	APN1	Synthetic Growth Defect	Karumbati AS et al	12783866
YKL114C	YMR156C	APN1	TPP1	Synthetic Growth Defect	Karumbati AS et al	15687272
YMR156C	YKL114C	TPP1	APN1	Synthetic Growth Defect	Karumbati AS et al	15687272
YKL114C	YPL022W	APN1	RAD1	Synthetic Growth Defect	Xiao W et al	9506896
YKL114C	YML095C	APN1	RAD10	Synthetic Growth Defect	Xiao W et al	9506896
YDL029W	YLR429W	ARP2	CRN1	Synthetic Growth Defect	Humphries CL et al	12499356
YJL115W	YPR018W	ASF1	RLF2	Synthetic Growth Defect	Meijsing SH et al	11731480
YJL115W	YMR127C	ASF1	SAS2	Synthetic Growth Defect	Meijsing SH et al	11731480
YJL115W	YKR101W	ASF1	SIR1	Synthetic Growth Defect	Meijsing SH et al	11731480
YGR140W	YKL052C	CBF2	ASK1	Synthetic Growth Defect	Li Y et al	11799062
YGL008C	YBL069W	PMA1	AST1	Synthetic Growth Defect	Chang A et al	7822420
YBL078C	YIL004C	ATG8	BET1	Synthetic Growth Defect	Legesse-Miller A et al	10837468
YER155C	YFR040W	BEM2	SAP155	Synthetic Growth Defect	Luke MM et al	8649382
YER177W	YPL217C	BMH1	BMS1	Synthetic Growth Defect	Gelperin D et al	12196392
YJL059W	YGR142W	YHC3	BTN2	Synthetic Growth Defect	Chattopadhyay S et al	12456008
YPR161C	YFL029C	SGV1	CAK1	Synthetic Growth Defect	Yao S et al	12215532
YPR161C	YGR063C	SGV1	SPT4	Synthetic Growth Defect	Lindstrom DL et al	11606527
YPR161C	YML010W	SGV1	SPT5	Synthetic Growth Defect	Lindstrom DL et al	11606527
YLR226W	YFL029C	BUR2	CAK1	Synthetic Growth Defect	Yao S et al	12215532
YHR114W	YMR109W	BZZ1	MYO5	Synthetic Growth Defect	Soulard A et al	12391157
YPR018W	YBL008W	RLF2	HIR1	Synthetic Growth Defect	Sharp JA et al	11782447
YBL008W	YPR018W	HIR1	RLF2	Synthetic Growth Defect	Kaufman PD et al	9671489
YOR038C	YPR018W	HIR2	RLF2	Synthetic Growth Defect	Kaufman PD et al	9671489
YBL008W	YML102W	HIR1	CAC2	Synthetic Growth Defect	Kaufman PD et al	9671489
YOR038C	YML102W	HIR2	CAC2	Synthetic Growth Defect	Kaufman PD et al	9671489
YOR038C	YBR195C	HIR2	MSI1	Synthetic Growth Defect	Kaufman PD et al	9671489
YGL207W	YNL102W	SPT16	POL1	Synthetic Growth Defect	Wittmeyer J et al	9199353
YNL102W	YPR135W	POL1	CTF4	Synthetic Growth Defect	Wittmeyer J et al	9199353
YMR224C	YBR160W	MRE11	CDC28	Synthetic Growth Defect	Grandin N et al	14645528
YBR160W	YER021W	CDC28	RPN3	Synthetic Growth Defect	Kaiser P et al	10323869
YLL003W	YOR257W	SFI1	CDC31	Synthetic Growth Defect	Kilmartin JV	14504268
YOR257W	YNL188W	CDC31	KAR1	Synthetic Growth Defect	Ivanovska I et al	11156974
YOR257W	YDL028C	CDC31	MPS1	Synthetic Growth Defect	Weiss E et al	8567717
YFL009W	YER111C	CDC4	SWI4	Synthetic Growth Defect	Cui Z et al	11754484
YOR217W	YLR288C	RFC1	MEC3	Synthetic Growth Defect	Longhese MP et al	8668138
YOR217W	YDR217C	RFC1	RAD9	Synthetic Growth Defect	Longhese MP et al	8668138
YDL126C	YIL005W	CDC48	EPS1	Synthetic Growth Defect	Wang Q et al	12881414
YGL207W	YDL102W	SPT16	CDC2	Synthetic Growth Defect	Wittmeyer J et al	9199353
YGL207W	YDL164C	SPT16	CDC9	Synthetic Growth Defect	Wittmeyer J et al	9199353
YGL207W	YPR135W	SPT16	CTF4	Synthetic Growth Defect	Wittmeyer J et al	9199353
YGL207W	YHR164C	SPT16	DNA2	Synthetic Growth Defect	Wittmeyer J et al	9199353
YLR418C	YPL228W	CDC73	CET1	Synthetic Growth Defect	Krogan NJ et al	12667454
YLR418C	YBR175W	CDC73	SWD3	Synthetic Growth Defect	Krogan NJ et al	12667454
YLR418C	YPL138C	CDC73	SPP1	Synthetic Growth Defect	Krogan NJ et al	12667454
YLR418C	YAR003W	CDC73	SWD1	Synthetic Growth Defect	Krogan NJ et al	12667454
YPR018W	YMR168C	RLF2	CEP3	Synthetic Growth Defect	Sharp JA et al	11782447
YBL008W	YMR168C	HIR1	CEP3	Synthetic Growth Defect	Sharp JA et al	11782447
YMR273C	YML109W	ZDS1	ZDS2	Synthetic Growth Defect	Schwer B et al	9443973
YOR349W	YMR138W	CIN1	CIN4	Synthetic Growth Defect	Stearns T et al	2407611
YMR138W	YFL037W	CIN4	TUB2	Synthetic Growth Defect	Stearns T et al	2407611
YBR135W	YER021W	CKS1	RPN3	Synthetic Growth Defect	Kaiser P et al	10323869
YNL298W	YOR127W	CLA4	RGA1	Synthetic Growth Defect	Smith GR et al	12455995
YNL298W	YDR379W	CLA4	RGA2	Synthetic Growth Defect	Smith GR et al	12455995
YNL298W	YDR507C	CLA4	GIN4	Synthetic Growth Defect	Tjandra H et al	9740799
YNL298W	YKR048C	CLA4	NAP1	Synthetic Growth Defect	Tjandra H et al	9740799
YPR119W	YML032C	CLB2	RAD52	Synthetic Growth Defect	Grandin N et al	14645528
YPR119W	YDR369C	CLB2	XRS2	Synthetic Growth Defect	Grandin N et al	14645528
YLR117C	YGL174W	CLF1	BUD13	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YPL228W	CLF1	CET1	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YDL209C	CLF1	CWC2	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YKL074C	CLF1	MUD2	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YBR188C	CLF1	NTC20	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YKR086W	CLF1	PRP16	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YDR364C	CLF1	CDC40	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YLL036C	CLF1	PRP19	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YER013W	CLF1	PRP22	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YPR094W	CLF1	RDS3	Synthetic Growth Defect	Vincent K et al	12871902
YLR117C	YGR129W	CLF1	SYF2	Synthetic Growth Defect	Vincent K et al	12871902
YFR040W	YAL040C	SAP155	CLN3	Synthetic Growth Defect	Luke MM et al	8649382
YAL047C	YNL225C	SPC72	CNM67	Synthetic Growth Defect	Hoepfner D et al	11950945
YKL114C	YOL096C	APN1	COQ3	Synthetic Growth Defect	Karumbati AS et al	12783866
YPL022W	YOL096C	RAD1	COQ3	Synthetic Growth Defect	Karumbati AS et al	12783866
YMR156C	YOL096C	TPP1	COQ3	Synthetic Growth Defect	Karumbati AS et al	12783866
YGR189C	YEL040W	CRH1	UTR2	Synthetic Growth Defect	Rodriguez-Pena JM et al	10757808
YGR189C	YLR213C	CRH1	CRR1	Synthetic Growth Defect	Rodriguez-Pena JM et al	10757808
YEL040W	YLR213C	UTR2	CRR1	Synthetic Growth Defect	Rodriguez-Pena JM et al	10757808
YPR018W	YKL049C	RLF2	CSE4	Synthetic Growth Defect	Sharp JA et al	11782447
YBL008W	YKL049C	HIR1	CSE4	Synthetic Growth Defect	Sharp JA et al	11782447
YPR124W	YLR411W	CTR1	CTR3	Synthetic Growth Defect	Puig S et al	11983704
YIL150C	YJL033W	MCM10	HCA4	Synthetic Growth Defect	Kawasaki Y et al	11168584
YAL047C	YKR054C	SPC72	DYN1	Synthetic Growth Defect	Hoepfner D et al	11950945
YIL150C	YJL090C	MCM10	DPB11	Synthetic Growth Defect	Kawasaki Y et al	11168584
YIL150C	YPR175W	MCM10	DPB2	Synthetic Growth Defect	Kawasaki Y et al	11168584
YIL150C	YBR278W	MCM10	DPB3	Synthetic Growth Defect	Kawasaki Y et al	11168584
YDR121W	YPR175W	DPB4	DPB2	Synthetic Growth Defect	Ohya T et al	11024162
YDR121W	YPL153C	DPB4	RAD53	Synthetic Growth Defect	Ohya T et al	11024162
YAL026C	YER166W	DRS2	DNF1	Synthetic Growth Defect	Hua Z et al	12221123
YMR276W	YEL037C	DSK2	RAD23	Synthetic Growth Defect	Biggins S et al	8682868
YDL101C	YGL094C	DUN1	PAN2	Synthetic Growth Defect	Hammet A et al	11953437
YDL101C	YKL025C	DUN1	PAN3	Synthetic Growth Defect	Hammet A et al	11953437
YDL101C	YML058W	DUN1	SML1	Synthetic Growth Defect	Hammet A et al	11953437
YJR045C	YEL030W	SSC1	ECM10	Synthetic Growth Defect	Baumann F et al	11150530
YLR228C	YDR213W	ECM22	UPC2	Synthetic Growth Defect	Vik A et al	11533229
YOR144C	YNL250W	ELG1	RAD50	Synthetic Growth Defect	Ben-Aroya S et al	12909721
YOR144C	YML032C	ELG1	RAD52	Synthetic Growth Defect	Ben-Aroya S et al	12909721
YOR144C	YGL163C	ELG1	RAD54	Synthetic Growth Defect	Ben-Aroya S et al	12909721
YOR144C	YDR076W	ELG1	RAD55	Synthetic Growth Defect	Ben-Aroya S et al	12909721
YOR144C	YDR004W	ELG1	RAD57	Synthetic Growth Defect	Ben-Aroya S et al	12909721
YDR040C	YML016C	ENA1	PPZ1	Synthetic Growth Defect	Merchan S et al	14871941
YDR040C	YDR436W	ENA1	PPZ2	Synthetic Growth Defect	Merchan S et al	14871941
YMR277W	YGR063C	FCP1	SPT4	Synthetic Growth Defect	Lindstrom DL et al	11606527
YMR277W	YML010W	FCP1	SPT5	Synthetic Growth Defect	Lindstrom DL et al	11606527
YMR058W	YLR034C	FET3	SMF3	Synthetic Growth Defect	Li L et al	12921533
YFL041W	YLR034C	FET5	SMF3	Synthetic Growth Defect	Li L et al	12921533
YBR179C	YBL005W	FZO1	PDR3	Synthetic Growth Defect	Hallstrom TC et al	10980204
YKR039W	YCL025C	GAP1	AGP1	Synthetic Growth Defect	Iraqui I et al	9891035
YKR039W	YDR160W	GAP1	SSY1	Synthetic Growth Defect	Iraqui I et al	9891035
YMR283C	YER025W	RIT1	GCD11	Synthetic Growth Defect	Astrom SU et al	10485288
YGR252W	YER148W	GCN5	SPT15	Synthetic Growth Defect	Yu Y et al	12612066
YGR252W	YOL012C	GCN5	HTZ1	Synthetic Growth Defect	Santisteban MS et al	11081628
YDL226C	YDR129C	GCS1	SAC6	Synthetic Growth Defect	Blader IJ et al	10069805
YDL226C	YDR077W	GCS1	SED1	Synthetic Growth Defect	Filipak M et al	1473178
YDR358W	YGL206C	GGA1	CHC1	Synthetic Growth Defect	Costaguta G et al	11408593
YDR358W	YHR108W	GGA1	GGA2	Synthetic Growth Defect	Costaguta G et al	11408593
YER133W	YIL053W	GLC7	RHR2	Synthetic Growth Defect	Hisamoto N et al	7791784
YER040W	YFL021W	GLN3	GAT1	Synthetic Growth Defect	Schmelzle T et al	14673167
YHR005C	YHR205W	GPA1	SCH9	Synthetic Growth Defect	Kraakman L et al	10361302
YER020W	YHR205W	GPA2	SCH9	Synthetic Growth Defect	Kraakman L et al	10361302
YBL008W	YOR038C	HIR1	HIR2	Synthetic Growth Defect	Kaufman PD et al	9671489
YPL268W	YLR113W	PLC1	HOG1	Synthetic Growth Defect	Lin H et al	12073033
YLR113W	YIL036W	HOG1	CST6	Synthetic Growth Defect	Rep M et al	11401713
YDR138W	YOL006C	HPR1	TOP1	Synthetic Growth Defect	Aguilera A et al	2181275
YPL204W	YPL086C	HRR25	ELP3	Synthetic Growth Defect	Mehlgarten C et al	12756531
YDR258C	YJR045C	HSP78	SSC1	Synthetic Growth Defect	Schmitt M et al	7628444
YIL150C	YJR006W	MCM10	HYS2	Synthetic Growth Defect	Kawasaki Y et al	11168584
YIL002C	YNL106C	INP51	INP52	Synthetic Growth Defect	Stolz LE et al	9560389
YNL106C	YOR109W	INP52	INP53	Synthetic Growth Defect	Stolz LE et al	9560389
YBR245C	YER164W	ISW1	CHD1	Synthetic Growth Defect	Gelbart ME et al	11238944
YBR245C	YER164W	ISW1	CHD1	Synthetic Growth Defect	Tsukiyama T et al	10090725
YBR245C	YOR304W	ISW1	ISW2	Synthetic Growth Defect	Tsukiyama T et al	10090725
YOR304W	YDR121W	ISW2	DPB4	Synthetic Growth Defect	Iida T et al	14673157
YOR304W	YNL330C	ISW2	RPD3	Synthetic Growth Defect	Fazzio TG et al	11533234
YOR304W	YER164W	ISW2	CHD1	Synthetic Growth Defect	Gelbart ME et al	11238944
YOR304W	YBR245C	ISW2	ISW1	Synthetic Growth Defect	Gelbart ME et al	11238944
YOR304W	YNL330C	ISW2	RPD3	Synthetic Growth Defect	Goldmark JP et al	11081629
YOR304W	YER164W	ISW2	CHD1	Synthetic Growth Defect	Tsukiyama T et al	10090725
YGL133W	YER164W	ITC1	CHD1	Synthetic Growth Defect	Gelbart ME et al	11238944
YGL133W	YBR245C	ITC1	ISW1	Synthetic Growth Defect	Gelbart ME et al	11238944
YGL018C	YLR369W	JAC1	SSQ1	Synthetic Growth Defect	Kim R et al	11278728
YMR294W	YJR053W	JNM1	BFA1	Synthetic Growth Defect	Wang Y et al	11084339
YMR294W	YMR055C	JNM1	BUB2	Synthetic Growth Defect	Wang Y et al	11084339
YAL047C	YPR141C	SPC72	KAR3	Synthetic Growth Defect	Hoepfner D et al	11950945
YPR141C	YKR054C	KAR3	DYN1	Synthetic Growth Defect	Cottingham FR et al	10525539
YPR141C	YGL216W	KAR3	KIP3	Synthetic Growth Defect	Cottingham FR et al	10525539
YAL047C	YPL269W	SPC72	KAR9	Synthetic Growth Defect	Hoepfner D et al	11950945
YDL108W	YGR063C	KIN28	SPT4	Synthetic Growth Defect	Lindstrom DL et al	11606527
YDL108W	YML010W	KIN28	SPT5	Synthetic Growth Defect	Lindstrom DL et al	11606527
YAL047C	YPL155C	SPC72	KIP2	Synthetic Growth Defect	Hoepfner D et al	11950945
YAL047C	YGL216W	SPC72	KIP3	Synthetic Growth Defect	Hoepfner D et al	11950945
YOR123C	YPL228W	LEO1	CET1	Synthetic Growth Defect	Krogan NJ et al	12667454
YOR123C	YBR175W	LEO1	SWD3	Synthetic Growth Defect	Krogan NJ et al	12667454
YOR123C	YPL138C	LEO1	SPP1	Synthetic Growth Defect	Krogan NJ et al	12667454
YOR123C	YAR003W	LEO1	SWD1	Synthetic Growth Defect	Krogan NJ et al	12667454
YER154W	YBR185C	OXA1	MBA1	Synthetic Growth Defect	Preuss M et al	11381092
YNL307C	YMR139W	MCK1	RIM11	Synthetic Growth Defect	Hirata Y et al	12529445
YDR318W	YER018C	MCM21	SPC25	Synthetic Growth Defect	Janke C et al	11179222
YKL085W	YOL126C	MDH1	MDH2	Synthetic Growth Defect	Minard KI et al	1986231
YFL016C	YNL328C	MDJ1	MDJ2	Synthetic Growth Defect	Westermann B et al	9325105
YBR136W	YML058W	MEC1	SML1	Synthetic Growth Defect	Dubacq C et al	14993292
YGR121C	YNL142W	MEP1	MEP2	Synthetic Growth Defect	Marini AM et al	9234685
YNL142W	YPR138C	MEP2	MEP3	Synthetic Growth Defect	Marini AM et al	9234685
YPR138C	YGR121C	MEP3	MEP1	Synthetic Growth Defect	Marini AM et al	9234685
YML016C	YLR332W	PPZ1	MID2	Synthetic Growth Defect	Merchan S et al	14871941
YLL006W	YJR144W	MMM1	MGM101	Synthetic Growth Defect	Meeusen S et al	14597773
YLL006W	YAL010C	MMM1	MDM10	Synthetic Growth Defect	Hanekamp T et al	12454062
YML016C	YHR030C	PPZ1	SLT2	Synthetic Growth Defect	Merchan S et al	14871941
YDR436W	YHR030C	PPZ2	SLT2	Synthetic Growth Defect	Merchan S et al	14871941
YLR234W	YMR224C	TOP3	MRE11	Synthetic Growth Defect	Shor E et al	12399378
YDL079C	YNL307C	MRK1	MCK1	Synthetic Growth Defect	Hirata Y et al	12529445
YDL079C	YOL128C	MRK1	YGK3	Synthetic Growth Defect	Hirata Y et al	12529445
YNL293W	YOL112W	MSB3	MSB4	Synthetic Growth Defect	Bach S et al	10923023
YKR030W	YCR066W	GMH1	RAD18	Synthetic Growth Defect	Hishida T et al	11953321
YKR030W	YLR032W	GMH1	RAD5	Synthetic Growth Defect	Hishida T et al	11953321
YNR049C	YLR166C	MSO1	SEC10	Synthetic Growth Defect	Aalto MK et al	9207091
YNR049C	YGL233W	MSO1	SEC15	Synthetic Growth Defect	Aalto MK et al	9207091
YNR049C	YDR166C	MSO1	SEC5	Synthetic Growth Defect	Aalto MK et al	9207091
YDL040C	YNL209W	NAT1	SSB2	Synthetic Growth Defect	Gautschi M et al	14517307
YDL040C	YDL229W	NAT1	SSB1	Synthetic Growth Defect	Gautschi M et al	14517307
YPR018W	YGR140W	RLF2	CBF2	Synthetic Growth Defect	Sharp JA et al	11782447
YBL008W	YGR140W	HIR1	CBF2	Synthetic Growth Defect	Sharp JA et al	11782447
YJL076W	YMR001C	NET1	CDC5	Synthetic Growth Defect	Shou W et al	11960554
